"51084","E","HOL","8.00",""
"51085","E","OT","0.64",""
"51085","E","REG","64.60",""
"51085","E","HOL","8.00",""
"51086","E","REG","24.07",""
"51086","E","REG","41.88",""
"51086","E","HOL","8.00",""
"51089","E","OT","13.38",""
"51089","E","REG","85.38",""
"51089","E","HOL","8.00",""
"51091","E","OT","4.04",""
"51091","E","REG","76.04",""
"51091","E","HOL","8.00",""
"51092","E","DBL","5.05",""
"51092","E","OT","34.51",""
"51092","E","REG","106.51",""
"51092","E","HOL","8.00",""
"51094","E","OT","7.00",""
"51094","E","REG","79.00",""
"51094","E","HOL","8.00",""
"51096","E","REG","58.84",""
"51096","E","HOL","8.00",""
"51097","E","DBL","9.56",""
"51097","E","OT","14.72",""
"51097","E","REG","86.72",""
"51097","E","HOL","8.00",""
"51098","E","OT","11.99",""
"51098","E","REG","83.99",""
"51098","E","HOL","8.00",""
"51099","E","OT","0.66",""
"51099","E","REG","70.18",""
"51099","E","HOL","8.00",""
"51101","E","REG","72.00",""
"51101","E","HOL","8.00",""
"51103","E","OT","21.42",""
"51103","E","REG","93.42",""
"51103","E","HOL","8.00",""
"51104","E","OT","3.29",""
"51104","E","OT","0.72",""
"51104","E","REG","43.29",""
"51104","E","REG","32.72",""
"51104","E","HOL","8.00",""
"51106","E","OT","4.69",""
"51106","E","REG","76.37",""
"51106","E","HOL","8.00",""
"51108","E","OT","0.40",""
"51108","E","REG","72.03",""
"51108","E","HOL","8.00",""
"51109","E","OT","12.62",""
"51109","E","REG","84.62",""
"51109","E","HOL","8.00",""
"51110","E","OT","6.81",""
"51110","E","REG","54.73",""
"51110","E","HOL","8.00",""
"51115","E","OT","8.97",""
"51115","E","REG","80.97",""
"51115","E","HOL","8.00",""
"51118","E","OT","14.33",""
"51118","E","REG","86.33",""
"51118","E","HOL","8.00",""
"51120","E","OT","10.83",""
"51120","E","REG","82.83",""
"51120","E","HOL","8.00",""
"51121","E","OT","3.23",""
"51121","E","REG","68.96",""
